"ID";"SoortMisdrijf";"Gemeenten";"Perioden";"Misdrijven_1"
"42870";"A025254";"GM0499";"2014JJ00";""
"42871";"A025254";"GM0499";"2015HJ01";""
"42872";"A025254";"GM0499";"2015JJ00";""
"42873";"A025254";"GM0499";"2016HJ01";""
"42874";"A025254";"GM0499";"2016JJ00";""
"42875";"A025254";"GM0499";"2017HJ01";""
"42876";"A025254";"GM0756";"2014JJ00";"       5"
"42877";"A025254";"GM0756";"2015HJ01";"       2"
"42878";"A025254";"GM0756";"2015JJ00";"       2"
"42879";"A025254";"GM0756";"2016HJ01";"       2"
"42880";"A025254";"GM0756";"2016JJ00";"       2"
"42881";"A025254";"GM0756";"2017HJ01";"       1"
"42882";"A025254";"GM0757";"2014JJ00";"       3"
"42883";"A025254";"GM0757";"2015HJ01";"       0"
"42884";"A025254";"GM0757";"2015JJ00";"       0"
"42885";"A025254";"GM0757";"2016HJ01";"       1"
"42886";"A025254";"GM0757";"2016JJ00";"       2"
"42887";"A025254";"GM0757";"2017HJ01";"       2"
"42888";"A025254";"GM0758";"2014JJ00";"      28"
"42889";"A025254";"GM0758";"2015HJ01";"      13"
"42890";"A025254";"GM0758";"2015JJ00";"      35"
"42891";"A025254";"GM0758";"2016HJ01";"      19"
"42892";"A025254";"GM0758";"2016JJ00";"      34"
"42893";"A025254";"GM0758";"2017HJ01";"      17"
"42894";"A025254";"GM0501";"2014JJ00";"       0"
"42895";"A025254";"GM0501";"2015HJ01";"       0"
"42896";"A025254";"GM0501";"2015JJ00";"       0"
"42897";"A025254";"GM0501";"2016HJ01";"       0"
"42898";"A025254";"GM0501";"2016JJ00";"       0"
"42899";"A025254";"GM0501";"2017HJ01";"       0"
"42900";"A025254";"GM1876";"2014JJ00";"       3"
"42901";"A025254";"GM1876";"2015HJ01";"       0"
"42902";"A025254";"GM1876";"2015JJ00";"       1"
"42903";"A025254";"GM1876";"2016HJ01";"       1"
"42904";"A025254";"GM1876";"2016JJ00";"       2"
"42905";"A025254";"GM1876";"2017HJ01";"       0"
"42906";"A025254";"GM0213";"2014JJ00";"       1"
"42907";"A025254";"GM0213";"2015HJ01";"       0"
"42908";"A025254";"GM0213";"2015JJ00";"       0"
"42909";"A025254";"GM0213";"2016HJ01";"       1"
"42910";"A025254";"GM0213";"2016JJ00";"       1"
"42911";"A025254";"GM0213";"2017HJ01";"       0"
"42912";"A025254";"GM0899";"2014JJ00";"       2"
"42913";"A025254";"GM0899";"2015HJ01";"       2"
"42914";"A025254";"GM0899";"2015JJ00";"       2"
"42915";"A025254";"GM0899";"2016HJ01";"       0"
"42916";"A025254";"GM0899";"2016JJ00";"       0"
"42917";"A025254";"GM0899";"2017HJ01";"       5"
"42918";"A025254";"GM0312";"2014JJ00";"       0"
"42919";"A025254";"GM0312";"2015HJ01";"       1"
"42920";"A025254";"GM0312";"2015JJ00";"       3"
"42921";"A025254";"GM0312";"2016HJ01";"       1"
"42922";"A025254";"GM0312";"2016JJ00";"       1"
"42923";"A025254";"GM0312";"2017HJ01";"       0"
"42924";"A025254";"GM0313";"2014JJ00";"       0"
"42925";"A025254";"GM0313";"2015HJ01";"       0"
"42926";"A025254";"GM0313";"2015JJ00";"       0"
"42927";"A025254";"GM0313";"2016HJ01";"       1"
"42928";"A025254";"GM0313";"2016JJ00";"       1"
"42929";"A025254";"GM0313";"2017HJ01";"       1"
"42930";"A025254";"GM0214";"2014JJ00";"       3"
"42931";"A025254";"GM0214";"2015HJ01";"       2"
"42932";"A025254";"GM0214";"2015JJ00";"       4"
"42933";"A025254";"GM0214";"2016HJ01";"       1"
"42934";"A025254";"GM0214";"2016JJ00";"       4"
"42935";"A025254";"GM0214";"2017HJ01";"       0"
"42936";"A025254";"GM0381";"2014JJ00";"       2"
"42937";"A025254";"GM0381";"2015HJ01";"       0"
"42938";"A025254";"GM0381";"2015JJ00";"       1"
"42939";"A025254";"GM0381";"2016HJ01";""
"42940";"A025254";"GM0381";"2016JJ00";""
"42941";"A025254";"GM0381";"2017HJ01";""
"42942";"A025254";"GM0502";"2014JJ00";"       3"
"42943";"A025254";"GM0502";"2015HJ01";"       2"
"42944";"A025254";"GM0502";"2015JJ00";"       4"
"42945";"A025254";"GM0502";"2016HJ01";"       3"
"42946";"A025254";"GM0502";"2016JJ00";"       5"
"42947";"A025254";"GM0502";"2017HJ01";"       2"
"42948";"A025254";"GM0383";"2014JJ00";"       1"
"42949";"A025254";"GM0383";"2015HJ01";"       0"
"42950";"A025254";"GM0383";"2015JJ00";"       1"
"42951";"A025254";"GM0383";"2016HJ01";"       0"
"42952";"A025254";"GM0383";"2016JJ00";"       1"
"42953";"A025254";"GM0383";"2017HJ01";"       0"
"42954";"A025254";"GM0109";"2014JJ00";"       0"
"42955";"A025254";"GM0109";"2015HJ01";"       0"
"42956";"A025254";"GM0109";"2015JJ00";"       2"
"42957";"A025254";"GM0109";"2016HJ01";"       0"
"42958";"A025254";"GM0109";"2016JJ00";"       1"
"42959";"A025254";"GM0109";"2017HJ01";"       0"
"42960";"A025254";"GM1706";"2014JJ00";"       4"
"42961";"A025254";"GM1706";"2015HJ01";"       1"
"42962";"A025254";"GM1706";"2015JJ00";"       1"
"42963";"A025254";"GM1706";"2016HJ01";"       0"
"42964";"A025254";"GM1706";"2016JJ00";"       0"
"42965";"A025254";"GM1706";"2017HJ01";"       2"
"42966";"A025254";"GM0611";"2014JJ00";"       0"
"42967";"A025254";"GM0611";"2015HJ01";"       0"
"42968";"A025254";"GM0611";"2015JJ00";"       1"
"42969";"A025254";"GM0611";"2016HJ01";"       0"
"42970";"A025254";"GM0611";"2016JJ00";"       0"
"42971";"A025254";"GM0611";"2017HJ01";"       0"
"42972";"A025254";"GM1684";"2014JJ00";"       0"
"42973";"A025254";"GM1684";"2015HJ01";"       0"
"42974";"A025254";"GM1684";"2015JJ00";"       0"
"42975";"A025254";"GM1684";"2016HJ01";"       3"
"42976";"A025254";"GM1684";"2016JJ00";"       4"
"42977";"A025254";"GM1684";"2017HJ01";"       1"
"42978";"A025254";"GM0216";"2014JJ00";"       0"
"42979";"A025254";"GM0216";"2015HJ01";"       0"
"42980";"A025254";"GM0216";"2015JJ00";"       7"
"42981";"A025254";"GM0216";"2016HJ01";"       0"
"42982";"A025254";"GM0216";"2016JJ00";"       0"
"42983";"A025254";"GM0216";"2017HJ01";"       0"
"42984";"A025254";"GM0148";"2014JJ00";"       0"
"42985";"A025254";"GM0148";"2015HJ01";"       0"
"42986";"A025254";"GM0148";"2015JJ00";"       0"
"42987";"A025254";"GM0148";"2016HJ01";"       1"
"42988";"A025254";"GM0148";"2016JJ00";"       1"
"42989";"A025254";"GM0148";"2017HJ01";"       3"
"42990";"A025254";"GM1891";"2014JJ00";"       0"
"42991";"A025254";"GM1891";"2015HJ01";"       1"
"42992";"A025254";"GM1891";"2015JJ00";"       2"
"42993";"A025254";"GM1891";"2016HJ01";"       0"
"42994";"A025254";"GM1891";"2016JJ00";"       3"
"42995";"A025254";"GM1891";"2017HJ01";"       0"
"42996";"A025254";"GM0503";"2014JJ00";"      11"
"42997";"A025254";"GM0503";"2015HJ01";"       0"
"42998";"A025254";"GM0503";"2015JJ00";"       7"
"42999";"A025254";"GM0503";"2016HJ01";"      11"
"43000";"A025254";"GM0503";"2016JJ00";"      16"
"43001";"A025254";"GM0503";"2017HJ01";"       9"
"43002";"A025254";"GM0010";"2014JJ00";"       4"
"43003";"A025254";"GM0010";"2015HJ01";"       0"
"43004";"A025254";"GM0010";"2015JJ00";"       0"
"43005";"A025254";"GM0010";"2016HJ01";"       1"
"43006";"A025254";"GM0010";"2016JJ00";"       4"
"43007";"A025254";"GM0010";"2017HJ01";"       3"
"43008";"A025254";"GM0762";"2014JJ00";"       0"
"43009";"A025254";"GM0762";"2015HJ01";"       1"
"43010";"A025254";"GM0762";"2015JJ00";"       2"
"43011";"A025254";"GM0762";"2016HJ01";"       2"
"43012";"A025254";"GM0762";"2016JJ00";"       2"
"43013";"A025254";"GM0762";"2017HJ01";"       1"
"43014";"A025254";"GM0150";"2014JJ00";"      23"
"43015";"A025254";"GM0150";"2015HJ01";"       7"
"43016";"A025254";"GM0150";"2015JJ00";"      13"
"43017";"A025254";"GM0150";"2016HJ01";"      11"
"43018";"A025254";"GM0150";"2016JJ00";"      32"
"43019";"A025254";"GM0150";"2017HJ01";"      17"
"43020";"A025254";"GM0384";"2014JJ00";"       6"
"43021";"A025254";"GM0384";"2015HJ01";"       4"
"43022";"A025254";"GM0384";"2015JJ00";"       4"
"43023";"A025254";"GM0384";"2016HJ01";"       1"
"43024";"A025254";"GM0384";"2016JJ00";"       1"
"43025";"A025254";"GM0384";"2017HJ01";"       1"
"43026";"A025254";"GM1774";"2014JJ00";"       0"
"43027";"A025254";"GM1774";"2015HJ01";"       0"
"43028";"A025254";"GM1774";"2015JJ00";"       1"
"43029";"A025254";"GM1774";"2016HJ01";"       1"
"43030";"A025254";"GM1774";"2016JJ00";"       1"
"43031";"A025254";"GM1774";"2017HJ01";"       0"
"43032";"A025254";"GM0221";"2014JJ00";"       1"
"43033";"A025254";"GM0221";"2015HJ01";"       0"
"43034";"A025254";"GM0221";"2015JJ00";"       0"
"43035";"A025254";"GM0221";"2016HJ01";"       0"
"43036";"A025254";"GM0221";"2016JJ00";"       1"
"43037";"A025254";"GM0221";"2017HJ01";"       1"
"43038";"A025254";"GM0222";"2014JJ00";"       8"
"43039";"A025254";"GM0222";"2015HJ01";"       7"
"43040";"A025254";"GM0222";"2015JJ00";"       9"
"43041";"A025254";"GM0222";"2016HJ01";"       6"
"43042";"A025254";"GM0222";"2016JJ00";"      15"
"43043";"A025254";"GM0222";"2017HJ01";"       4"
"43044";"A025254";"GM0766";"2014JJ00";"       2"
"43045";"A025254";"GM0766";"2015HJ01";"       0"
"43046";"A025254";"GM0766";"2015JJ00";"       0"
"43047";"A025254";"GM0766";"2016HJ01";"       1"
"43048";"A025254";"GM0766";"2016JJ00";"       1"
"43049";"A025254";"GM0766";"2017HJ01";"       1"
"43050";"A025254";"GM0058";"2014JJ00";"       1"
"43051";"A025254";"GM0058";"2015HJ01";"       0"
"43052";"A025254";"GM0058";"2015JJ00";"       1"
"43053";"A025254";"GM0058";"2016HJ01";"       1"
"43054";"A025254";"GM0058";"2016JJ00";"       2"
"43055";"A025254";"GM0058";"2017HJ01";"       1"
"43056";"A025254";"GM0505";"2014JJ00";"      30"
"43057";"A025254";"GM0505";"2015HJ01";"      10"
"43058";"A025254";"GM0505";"2015JJ00";"      16"
"43059";"A025254";"GM0505";"2016HJ01";"       9"
"43060";"A025254";"GM0505";"2016JJ00";"      17"
"43061";"A025254";"GM0505";"2017HJ01";"       7"
"43062";"A025254";"GM0498";"2014JJ00";"       3"
"43063";"A025254";"GM0498";"2015HJ01";"       0"
"43064";"A025254";"GM0498";"2015JJ00";"       2"
"43065";"A025254";"GM0498";"2016HJ01";"       0"
"43066";"A025254";"GM0498";"2016JJ00";"       2"
"43067";"A025254";"GM0498";"2017HJ01";"       0"
"43068";"A025254";"GM1719";"2014JJ00";"       0"
"43069";"A025254";"GM1719";"2015HJ01";"       0"
"43070";"A025254";"GM1719";"2015JJ00";"       0"
"43071";"A025254";"GM1719";"2016HJ01";"       0"
"43072";"A025254";"GM1719";"2016JJ00";"       0"
"43073";"A025254";"GM1719";"2017HJ01";"       0"
"43074";"A025254";"GM0303";"2014JJ00";"       1"
"43075";"A025254";"GM0303";"2015HJ01";"       1"
"43076";"A025254";"GM0303";"2015JJ00";"       5"
"43077";"A025254";"GM0303";"2016HJ01";"       3"
"43078";"A025254";"GM0303";"2016JJ00";"       7"
"43079";"A025254";"GM0303";"2017HJ01";"       2"
"43080";"A025254";"GM0225";"2014JJ00";"       1"
"43081";"A025254";"GM0225";"2015HJ01";"       1"
"43082";"A025254";"GM0225";"2015JJ00";"       2"
"43083";"A025254";"GM0225";"2016HJ01";"       0"
"43084";"A025254";"GM0225";"2016JJ00";"       0"
"43085";"A025254";"GM0225";"2017HJ01";"       0"
"43086";"A025254";"GM0226";"2014JJ00";"       1"
"43087";"A025254";"GM0226";"2015HJ01";"       1"
"43088";"A025254";"GM0226";"2015JJ00";"       2"
"43089";"A025254";"GM0226";"2016HJ01";"       1"
"43090";"A025254";"GM0226";"2016JJ00";"       1"
"43091";"A025254";"GM0226";"2017HJ01";"       1"
"43092";"A025254";"GM1711";"2014JJ00";"       1"
"43093";"A025254";"GM1711";"2015HJ01";"       1"
"43094";"A025254";"GM1711";"2015JJ00";"       1"
"43095";"A025254";"GM1711";"2016HJ01";"       2"
"43096";"A025254";"GM1711";"2016JJ00";"       3"
"43097";"A025254";"GM1711";"2017HJ01";"       1"
"43098";"A025254";"GM0385";"2014JJ00";"       2"
"43099";"A025254";"GM0385";"2015HJ01";"       0"
"43100";"A025254";"GM0385";"2015JJ00";"       0"
"43101";"A025254";"GM0385";"2016HJ01";"       1"
"43102";"A025254";"GM0385";"2016JJ00";"       1"
"43103";"A025254";"GM0385";"2017HJ01";"       0"
"43104";"A025254";"GM0228";"2014JJ00";"       9"
"43105";"A025254";"GM0228";"2015HJ01";"       1"
"43106";"A025254";"GM0228";"2015JJ00";"       3"
"43107";"A025254";"GM0228";"2016HJ01";"       7"
"43108";"A025254";"GM0228";"2016JJ00";"      15"
"43109";"A025254";"GM0228";"2017HJ01";"       4"
"43110";"A025254";"GM0317";"2014JJ00";"       0"
"43111";"A025254";"GM0317";"2015HJ01";"       0"
"43112";"A025254";"GM0317";"2015JJ00";"       0"
"43113";"A025254";"GM0317";"2016HJ01";"       0"
"43114";"A025254";"GM0317";"2016JJ00";"       0"
"43115";"A025254";"GM0317";"2017HJ01";"       0"
"43116";"A025254";"GM1651";"2014JJ00";"       1"
"43117";"A025254";"GM1651";"2015HJ01";"       1"
"43118";"A025254";"GM1651";"2015JJ00";"       2"
"43119";"A025254";"GM1651";"2016HJ01";"       0"
"43120";"A025254";"GM1651";"2016JJ00";"       0"
"43121";"A025254";"GM1651";"2017HJ01";"       1"
"43122";"A025254";"GM0770";"2014JJ00";"       0"
"43123";"A025254";"GM0770";"2015HJ01";"       0"
"43124";"A025254";"GM0770";"2015JJ00";"       1"
"43125";"A025254";"GM0770";"2016HJ01";"       0"
"43126";"A025254";"GM0770";"2016JJ00";"       1"
"43127";"A025254";"GM0770";"2017HJ01";"       1"
"43128";"A025254";"GM1903";"2014JJ00";"       0"
"43129";"A025254";"GM1903";"2015HJ01";"       0"
"43130";"A025254";"GM1903";"2015JJ00";"       0"
"43131";"A025254";"GM1903";"2016HJ01";"       5"
"43132";"A025254";"GM1903";"2016JJ00";"       5"
"43133";"A025254";"GM1903";"2017HJ01";"       0"
"43134";"A025254";"GM0772";"2014JJ00";"      48"
"43135";"A025254";"GM0772";"2015HJ01";"      34"
"43136";"A025254";"GM0772";"2015JJ00";"      60"
"43137";"A025254";"GM0772";"2016HJ01";"      29"
"43138";"A025254";"GM0772";"2016JJ00";"      60"
"43139";"A025254";"GM0772";"2017HJ01";"      36"
"43140";"A025254";"GM0230";"2014JJ00";"       0"
"43141";"A025254";"GM0230";"2015HJ01";"       0"
"43142";"A025254";"GM0230";"2015JJ00";"       0"
"43143";"A025254";"GM0230";"2016HJ01";"       0"
"43144";"A025254";"GM0230";"2016JJ00";"       0"
"43145";"A025254";"GM0230";"2017HJ01";"       0"
"43146";"A025254";"GM0114";"2014JJ00";"      13"
"43147";"A025254";"GM0114";"2015HJ01";"       4"
"43148";"A025254";"GM0114";"2015JJ00";"       8"
"43149";"A025254";"GM0114";"2016HJ01";"       4"
"43150";"A025254";"GM0114";"2016JJ00";"       9"
"43151";"A025254";"GM0114";"2017HJ01";"       4"
"43152";"A025254";"GM0388";"2014JJ00";"       1"
"43153";"A025254";"GM0388";"2015HJ01";"       1"
"43154";"A025254";"GM0388";"2015JJ00";"       1"
"43155";"A025254";"GM0388";"2016HJ01";"       3"
"43156";"A025254";"GM0388";"2016JJ00";"       3"
"43157";"A025254";"GM0388";"2017HJ01";"       1"
"43158";"A025254";"GM0153";"2014JJ00";"      25"
"43159";"A025254";"GM0153";"2015HJ01";"      10"
"43160";"A025254";"GM0153";"2015JJ00";"      20"
"43161";"A025254";"GM0153";"2016HJ01";"      11"
"43162";"A025254";"GM0153";"2016JJ00";"      21"
"43163";"A025254";"GM0153";"2017HJ01";"      11"
"43164";"A025254";"GM0232";"2014JJ00";"       4"
"43165";"A025254";"GM0232";"2015HJ01";"       2"
"43166";"A025254";"GM0232";"2015JJ00";"       2"
"43167";"A025254";"GM0232";"2016HJ01";"       0"
"43168";"A025254";"GM0232";"2016JJ00";"       3"
"43169";"A025254";"GM0232";"2017HJ01";"       4"
"43170";"A025254";"GM0233";"2014JJ00";"       3"
"43171";"A025254";"GM0233";"2015HJ01";"       2"
"43172";"A025254";"GM0233";"2015JJ00";"       2"
"43173";"A025254";"GM0233";"2016HJ01";"       2"
"43174";"A025254";"GM0233";"2016JJ00";"       3"
"43175";"A025254";"GM0233";"2017HJ01";"       3"
"43176";"A025254";"GM0777";"2014JJ00";"       3"
"43177";"A025254";"GM0777";"2015HJ01";"       0"
"43178";"A025254";"GM0777";"2015JJ00";"       2"
"43179";"A025254";"GM0777";"2016HJ01";"       2"
"43180";"A025254";"GM0777";"2016JJ00";"       9"
"43181";"A025254";"GM0777";"2017HJ01";"       3"
"43182";"A025254";"GM1722";"2014JJ00";"       0"
"43183";"A025254";"GM1722";"2015HJ01";"       1"
"43184";"A025254";"GM1722";"2015JJ00";"       1"
"43185";"A025254";"GM1722";"2016HJ01";"       0"
"43186";"A025254";"GM1722";"2016JJ00";"       0"
"43187";"A025254";"GM1722";"2017HJ01";"       0"
"43188";"A025254";"GM0070";"2014JJ00";"       1"
"43189";"A025254";"GM0070";"2015HJ01";"       1"
"43190";"A025254";"GM0070";"2015JJ00";"       2"
"43191";"A025254";"GM0070";"2016HJ01";"       1"
"43192";"A025254";"GM0070";"2016JJ00";"       1"
"43193";"A025254";"GM0070";"2017HJ01";"       1"
"43194";"A025254";"GM1921";"2014JJ00";"       3"
"43195";"A025254";"GM1921";"2015HJ01";"       2"
"43196";"A025254";"GM1921";"2015JJ00";"       3"
"43197";"A025254";"GM1921";"2016HJ01";""
"43198";"A025254";"GM1921";"2016JJ00";""
"43199";"A025254";"GM1921";"2017HJ01";""
"43200";"A025254";"GM1940";"2014JJ00";""
"43201";"A025254";"GM1940";"2015HJ01";""
"43202";"A025254";"GM1940";"2015JJ00";""
"43203";"A025254";"GM1940";"2016HJ01";"       2"
"43204";"A025254";"GM1940";"2016JJ00";"       2"
"43205";"A025254";"GM1940";"2017HJ01";"       1"
"43206";"A025254";"GM0653";"2014JJ00";""
"43207";"A025254";"GM0653";"2015HJ01";""
"43208";"A025254";"GM0653";"2015JJ00";""
"43209";"A025254";"GM0653";"2016HJ01";""
"43210";"A025254";"GM0653";"2016JJ00";""
"43211";"A025254";"GM0653";"2017HJ01";""
"43212";"A025254";"GM0779";"2014JJ00";"       0"
"43213";"A025254";"GM0779";"2015HJ01";"       0"
"43214";"A025254";"GM0779";"2015JJ00";"       0"
"43215";"A025254";"GM0779";"2016HJ01";"       0"
"43216";"A025254";"GM0779";"2016JJ00";"       1"
"43217";"A025254";"GM0779";"2017HJ01";"       0"
"43218";"A025254";"GM0236";"2014JJ00";"       1"
"43219";"A025254";"GM0236";"2015HJ01";"       0"
"43220";"A025254";"GM0236";"2015JJ00";"       0"
"43221";"A025254";"GM0236";"2016HJ01";"       0"
"43222";"A025254";"GM0236";"2016JJ00";"       0"
"43223";"A025254";"GM0236";"2017HJ01";"       0"
"43224";"A025254";"GM1771";"2014JJ00";"       0"
"43225";"A025254";"GM1771";"2015HJ01";"       2"
"43226";"A025254";"GM1771";"2015JJ00";"       3"
"43227";"A025254";"GM1771";"2016HJ01";"       1"
"43228";"A025254";"GM1771";"2016JJ00";"       2"
"43229";"A025254";"GM1771";"2017HJ01";"       1"
"43230";"A025254";"GM1652";"2014JJ00";"       2"
"43231";"A025254";"GM1652";"2015HJ01";"       3"
"43232";"A025254";"GM1652";"2015JJ00";"       4"
"43233";"A025254";"GM1652";"2016HJ01";"       3"
"43234";"A025254";"GM1652";"2016JJ00";"       3"
"43235";"A025254";"GM1652";"2017HJ01";"       2"
"43236";"A025254";"GM0907";"2014JJ00";"       1"
"43237";"A025254";"GM0907";"2015HJ01";"       1"
"43238";"A025254";"GM0907";"2015JJ00";"       2"
"43239";"A025254";"GM0907";"2016HJ01";"       0"
"43240";"A025254";"GM0907";"2016JJ00";"       0"
"43241";"A025254";"GM0907";"2017HJ01";"       0"
"43242";"A025254";"GM0689";"2014JJ00";"       1"
"43243";"A025254";"GM0689";"2015HJ01";"       0"
"43244";"A025254";"GM0689";"2015JJ00";"       0"
"43245";"A025254";"GM0689";"2016HJ01";"       0"
"43246";"A025254";"GM0689";"2016JJ00";"       2"
"43247";"A025254";"GM0689";"2017HJ01";"       0"
"43248";"A025254";"GM0784";"2014JJ00";"       1"
"43249";"A025254";"GM0784";"2015HJ01";"       0"
"43250";"A025254";"GM0784";"2015JJ00";"       2"
"43251";"A025254";"GM0784";"2016HJ01";"       1"
"43252";"A025254";"GM0784";"2016JJ00";"       2"
"43253";"A025254";"GM0784";"2017HJ01";"       1"
"43254";"A025254";"GM1924";"2014JJ00";"       3"
"43255";"A025254";"GM1924";"2015HJ01";"       0"
"43256";"A025254";"GM1924";"2015JJ00";"       2"
"43257";"A025254";"GM1924";"2016HJ01";"       3"
"43258";"A025254";"GM1924";"2016JJ00";"       7"
"43259";"A025254";"GM1924";"2017HJ01";"       1"
"43260";"A025254";"GM0664";"2014JJ00";"       6"
"43261";"A025254";"GM0664";"2015HJ01";"       0"
"43262";"A025254";"GM0664";"2015JJ00";"       2"
"43263";"A025254";"GM0664";"2016HJ01";"       4"
"43264";"A025254";"GM0664";"2016JJ00";"       8"
"43265";"A025254";"GM0664";"2017HJ01";"       2"
"43266";"A025254";"GM0785";"2014JJ00";"       3"
"43267";"A025254";"GM0785";"2015HJ01";"       0"
"43268";"A025254";"GM0785";"2015JJ00";"       3"
"43269";"A025254";"GM0785";"2016HJ01";"       0"
"43270";"A025254";"GM0785";"2016JJ00";"       1"
"43271";"A025254";"GM0785";"2017HJ01";"       0"
"43272";"A025254";"GM1942";"2014JJ00";""
"43273";"A025254";"GM1942";"2015HJ01";""
"43274";"A025254";"GM1942";"2015JJ00";""
"43275";"A025254";"GM1942";"2016HJ01";"       1"
"43276";"A025254";"GM1942";"2016JJ00";"       1"
"43277";"A025254";"GM1942";"2017HJ01";"       0"
"43278";"A025254";"GM0512";"2014JJ00";"       1"
"43279";"A025254";"GM0512";"2015HJ01";"       0"
"43280";"A025254";"GM0512";"2015JJ00";"       2"
"43281";"A025254";"GM0512";"2016HJ01";"       0"
"43282";"A025254";"GM0512";"2016JJ00";"       3"
"43283";"A025254";"GM0512";"2017HJ01";"       2"
"43284";"A025254";"GM0513";"2014JJ00";"      11"
"43285";"A025254";"GM0513";"2015HJ01";"       4"
"43286";"A025254";"GM0513";"2015JJ00";"      10"
"43287";"A025254";"GM0513";"2016HJ01";"       2"
"43288";"A025254";"GM0513";"2016JJ00";"       5"
"43289";"A025254";"GM0513";"2017HJ01";"       3"
"43290";"A025254";"GM0365";"2014JJ00";""
"43291";"A025254";"GM0365";"2015HJ01";""
"43292";"A025254";"GM0365";"2015JJ00";""
"43293";"A025254";"GM0365";"2016HJ01";""
"43294";"A025254";"GM0365";"2016JJ00";""
"43295";"A025254";"GM0365";"2017HJ01";""
"43296";"A025254";"GM0786";"2014JJ00";"       0"
"43297";"A025254";"GM0786";"2015HJ01";"       0"
"43298";"A025254";"GM0786";"2015JJ00";"       1"
"43299";"A025254";"GM0786";"2016HJ01";"       4"
"43300";"A025254";"GM0786";"2016JJ00";"       5"
"43301";"A025254";"GM0786";"2017HJ01";"       4"
"43302";"A025254";"GM0518";"2014JJ00";"     233"
"43303";"A025254";"GM0518";"2015HJ01";"      56"
"43304";"A025254";"GM0518";"2015JJ00";"     100"
"43305";"A025254";"GM0518";"2016HJ01";"      56"
"43306";"A025254";"GM0518";"2016JJ00";"     106"
"43307";"A025254";"GM0518";"2017HJ01";"      44"
"43308";"A025254";"GM0241";"2014JJ00";"       2"
"43309";"A025254";"GM0241";"2015HJ01";"       2"
"43310";"A025254";"GM0241";"2015JJ00";"       7"
"43311";"A025254";"GM0241";"2016HJ01";""
"43312";"A025254";"GM0241";"2016JJ00";""
"43313";"A025254";"GM0241";"2017HJ01";""
"43314";"A025254";"GM0014";"2014JJ00";"      70"
"43315";"A025254";"GM0014";"2015HJ01";"      27"
"43316";"A025254";"GM0014";"2015JJ00";"      63"
"43317";"A025254";"GM0014";"2016HJ01";"      26"
"43318";"A025254";"GM0014";"2016JJ00";"      59"
"43319";"A025254";"GM0014";"2017HJ01";"      31"
"43320";"A025254";"GM0015";"2014JJ00";"       0"
"43321";"A025254";"GM0015";"2015HJ01";"       0"
"43322";"A025254";"GM0015";"2015JJ00";"       0"
"43323";"A025254";"GM0015";"2016HJ01";"       0"
"43324";"A025254";"GM0015";"2016JJ00";"       0"
"43325";"A025254";"GM0015";"2017HJ01";"       0"
"43326";"A025254";"GM1729";"2014JJ00";"       0"
"43327";"A025254";"GM1729";"2015HJ01";"       0"
"43328";"A025254";"GM1729";"2015JJ00";"       1"
"43329";"A025254";"GM1729";"2016HJ01";"       0"
"43330";"A025254";"GM1729";"2016JJ00";"       0"
"43331";"A025254";"GM1729";"2017HJ01";"       1"
"43332";"A025254";"GM0158";"2014JJ00";"       1"
"43333";"A025254";"GM0158";"2015HJ01";"       0"
"43334";"A025254";"GM0158";"2015JJ00";"       0"
"43335";"A025254";"GM0158";"2016HJ01";"       0"
"43336";"A025254";"GM0158";"2016JJ00";"       0"
"43337";"A025254";"GM0158";"2017HJ01";"       1"
"43338";"A025254";"GM0788";"2014JJ00";"       0"
"43339";"A025254";"GM0788";"2015HJ01";"       0"
"43340";"A025254";"GM0788";"2015JJ00";"       0"
"43341";"A025254";"GM0788";"2016HJ01";"       0"
"43342";"A025254";"GM0788";"2016JJ00";"       0"
"43343";"A025254";"GM0788";"2017HJ01";"       0"
"43344";"A025254";"GM0392";"2014JJ00";"      15"
"43345";"A025254";"GM0392";"2015HJ01";"      14"
"43346";"A025254";"GM0392";"2015JJ00";"      21"
"43347";"A025254";"GM0392";"2016HJ01";"       7"
"43348";"A025254";"GM0392";"2016JJ00";"      23"
"43349";"A025254";"GM0392";"2017HJ01";"       4"
"43350";"A025254";"GM0393";"2014JJ00";"       0"
"43351";"A025254";"GM0393";"2015HJ01";"       0"
"43352";"A025254";"GM0393";"2015JJ00";"       0"
"43353";"A025254";"GM0393";"2016HJ01";"       0"
"43354";"A025254";"GM0393";"2016JJ00";"       0"
"43355";"A025254";"GM0393";"2017HJ01";"       0"
"43356";"A025254";"GM0394";"2014JJ00";"       9"
"43357";"A025254";"GM0394";"2015HJ01";"       5"
"43358";"A025254";"GM0394";"2015JJ00";"      11"
"43359";"A025254";"GM0394";"2016HJ01";"       5"
"43360";"A025254";"GM0394";"2016JJ00";"      10"
"43361";"A025254";"GM0394";"2017HJ01";"       4"
"43362";"A025254";"GM1655";"2014JJ00";"       1"
"43363";"A025254";"GM1655";"2015HJ01";"       1"
"43364";"A025254";"GM1655";"2015JJ00";"       2"
"43365";"A025254";"GM1655";"2016HJ01";"       0"
"43366";"A025254";"GM1655";"2016JJ00";"       2"
"43367";"A025254";"GM1655";"2017HJ01";"       0"
"43368";"A025254";"GM0160";"2014JJ00";"       7"
"43369";"A025254";"GM0160";"2015HJ01";"       3"
"43370";"A025254";"GM0160";"2015JJ00";"       6"
"43371";"A025254";"GM0160";"2016HJ01";"       1"
