	CBScode	Perioden	  HIC: Theft / burglary dwelling, complete	  HIC: Theft / burglary dwelling, attempts	HIC: Violent Crime	HIC: Street Roof	HIC: Robberies	Undermining public order	Threat	Fire / Explosion	Theft of moped, moped, bike	Theft of / from vehicles	Theft of motor vehicles	Theft / burglary companies / institutions	Theft / burglary garage / barn / shed	Drug trafficking	Trespassing	mistreatment	Overt violence (person)	Or destruction. cause damage	Arms Trade	pickpocketing	morals Felony	Municipality	Province	Population	Population_density(p/km)	Municipality Size
1303	GM0983	2017JJ00	304.0	140.0	616.0	16.0	10.0	30.0	258.0	40.0	650.0	342.0	70.0	160.0	288.0	112.0	12.0	322.0	36.0	664.0	32.0	392.0	40.0	Venlo	Limburg	100381.0	800.0	Big
1304	GM0984	2014JJ00	146.0	42.0	163.0	11.0	5.0	5.0	59.0	19.0	485.0	150.0	34.0	77.0	64.0	33.0	3.0	92.0	12.0	326.0	6.0	80.0	27.0	Venray	Limburg	43120.0	263.0	Big
1305	GM0984	2015JJ00	93.0	29.0	184.0	3.0	1.0	7.0	74.0	15.0	423.0	190.0	39.0	76.0	63.0	29.0	3.0	105.0	5.0	287.0	6.0	35.0	12.0	Venray	Limburg	43120.0	263.0	Big
1306	GM0984	2016JJ00	67.0	24.0	164.0	7.0	0.0	7.0	72.0	17.0	402.0	161.0	31.0	54.0	64.0	19.0	4.0	83.0	9.0	180.0	5.0	29.0	20.0	Venray	Limburg	43120.0	263.0	Big
1307	GM0984	2017JJ00	58.0	24.0	168.0	4.0	2.0	12.0	56.0	16.0	496.0	70.0	20.0	54.0	50.0	18.0	2.0	108.0	4.0	206.0	10.0	18.0	18.0	Venray	Limburg	43120.0	263.0	Big
1308	GM0986	2014JJ00	38.0	19.0	35.0	0.0	1.0	0.0	15.0	2.0	25.0	44.0	19.0	30.0	14.0	1.0	0.0	20.0	0.0	52.0	1.0	3.0	4.0	Voerendaal	Limburg	12447.0	402.0	Small
1309	GM0986	2015JJ00	42.0	17.0	20.0	0.0	1.0	0.0	7.0	1.0	23.0	39.0	23.0	11.0	11.0	0.0	1.0	13.0	0.0	38.0	0.0	0.0	2.0	Voerendaal	Limburg	12447.0	402.0	Small
1310	GM0986	2016JJ00	25.0	18.0	26.0	1.0	0.0	0.0	13.0	2.0	35.0	53.0	19.0	16.0	40.0	5.0	1.0	13.0	0.0	40.0	2.0	2.0	1.0	Voerendaal	Limburg	12447.0	402.0	Small
1311	GM0986	2017JJ00	28.0	12.0	26.0	0.0	2.0	0.0	12.0	4.0	24.0	30.0	8.0	16.0	22.0	10.0	0.0	12.0	2.0	32.0	2.0	0.0	2.0	Voerendaal	Limburg	12447.0	402.0	Small
1312	GM0988	2014JJ00	239.0	100.0	286.0	4.0	2.0	14.0	137.0	15.0	406.0	171.0	66.0	56.0	55.0	51.0	1.0	140.0	9.0	307.0	16.0	97.0	26.0	Weert	Limburg	48727.0	466.0	Big
1313	GM0988	2015JJ00	121.0	51.0	260.0	5.0	1.0	8.0	111.0	11.0	371.0	175.0	55.0	73.0	82.0	56.0	7.0	142.0	7.0	307.0	11.0	79.0	23.0	Weert	Limburg	48727.0	466.0	Big
1314	GM0988	2016JJ00	99.0	27.0	217.0	2.0	4.0	11.0	87.0	11.0	254.0	145.0	35.0	62.0	45.0	46.0	4.0	124.0	6.0	241.0	16.0	73.0	21.0	Weert	Limburg	48727.0	466.0	Big
1315	GM0988	2017JJ00	74.0	26.0	206.0	0.0	4.0	12.0	52.0	8.0	254.0	94.0	20.0	54.0	26.0	44.0	4.0	144.0	10.0	204.0	10.0	74.0	24.0	Weert	Limburg	48727.0	466.0	Big
1316	GM0994	2014JJ00	72.0	34.0	78.0	4.0	3.0	5.0	23.0	4.0	111.0	140.0	55.0	64.0	22.0	9.0	1.0	46.0	9.0	126.0	4.0	45.0	6.0	Valkenburg aan de Geul	Limburg	16668.0	461.0	Small
1317	GM0994	2015JJ00	63.0	27.0	53.0	3.0	1.0	14.0	18.0	2.0	80.0	117.0	85.0	69.0	27.0	16.0	0.0	33.0	2.0	71.0	5.0	28.0	5.0	Valkenburg aan de Geul	Limburg	16668.0	461.0	Small
1318	GM0994	2016JJ00	35.0	16.0	52.0	2.0	3.0	5.0	13.0	1.0	74.0	160.0	82.0	24.0	77.0	7.0	0.0	35.0	4.0	92.0	4.0	26.0	6.0	Valkenburg aan de Geul	Limburg	16668.0	461.0	Small
1319	GM0994	2017JJ00	36.0	18.0	62.0	4.0	4.0	0.0	32.0	4.0	114.0	126.0	46.0	40.0	28.0	6.0	0.0	30.0	0.0	74.0	4.0	12.0	0.0	Valkenburg aan de Geul	Limburg	16668.0	461.0	Small
1320	GM0995	2014JJ00	248.0	139.0	512.0	34.0	9.0	21.0	185.0	21.0	533.0	246.0	58.0	131.0	74.0	75.0	9.0	307.0	20.0	470.0	28.0	67.0	44.0	Lelystad	Flevoland	76170.0	325.0	Big
1321	GM0995	2015JJ00	267.0	145.0	468.0	27.0	5.0	26.0	174.0	38.0	559.0	451.0	47.0	204.0	85.0	86.0	12.0	282.0	12.0	506.0	23.0	85.0	26.0	Lelystad	Flevoland	76170.0	325.0	Big
1322	GM0995	2016JJ00	185.0	113.0	527.0	17.0	4.0	22.0	205.0	50.0	407.0	200.0	46.0	225.0	71.0	93.0	12.0	299.0	23.0	504.0	26.0	47.0	36.0	Lelystad	Flevoland	76170.0	325.0	Big
1323	GM0995	2017JJ00	190.0	120.0	464.0	14.0	14.0	22.0	170.0	52.0	246.0	246.0	24.0	162.0	66.0	86.0	6.0	276.0	18.0	454.0	34.0	42.0	32.0	Lelystad	Flevoland	76170.0	325.0	Big
1324	GM1507	2014JJ00	85.0	31.0	83.0	4.0	0.0	2.0	37.0	7.0	220.0	90.0	15.0	51.0	63.0	22.0	1.0	45.0	1.0	167.0	8.0	35.0	19.0	Horst aan de Maas	Limburg	41718.0	222.0	Big
1325	GM1507	2015JJ00	105.0	26.0	100.0	2.0	0.0	5.0	41.0	4.0	232.0	135.0	17.0	45.0	81.0	32.0	1.0	54.0	5.0	176.0	9.0	25.0	13.0	Horst aan de Maas	Limburg	41718.0	222.0	Big
1326	GM1507	2016JJ00	83.0	31.0	100.0	0.0	1.0	6.0	29.0	1.0	165.0	108.0	23.0	48.0	45.0	29.0	2.0	64.0	7.0	126.0	5.0	19.0	16.0	Horst aan de Maas	Limburg	41718.0	222.0	Big
1327	GM1507	2017JJ00	60.0	24.0	108.0	0.0	2.0	10.0	42.0	0.0	152.0	64.0	14.0	70.0	26.0	6.0	2.0	64.0	2.0	114.0	2.0	10.0	18.0	Horst aan de Maas	Limburg	41718.0	222.0	Big
1328	GM1509	2014JJ00	65.0	12.0	115.0	0.0	0.0	4.0	37.0	4.0	130.0	41.0	23.0	60.0	37.0	15.0	2.0	75.0	3.0	141.0	3.0	23.0	4.0	Oude IJsselstreek	Gelderland	39614.0	292.0	Big
1329	GM1509	2015JJ00	50.0	13.0	110.0	2.0	0.0	0.0	35.0	11.0	103.0	41.0	14.0	66.0	34.0	9.0	1.0	73.0	2.0	140.0	2.0	10.0	10.0	Oude IJsselstreek	Gelderland	39614.0	292.0	Big
1330	GM1509	2016JJ00	48.0	25.0	105.0	0.0	0.0	1.0	27.0	6.0	113.0	77.0	10.0	40.0	27.0	17.0	2.0	75.0	3.0	126.0	5.0	14.0	7.0	Oude IJsselstreek	Gelderland	39614.0	292.0	Big
1331	GM1509	2017JJ00	54.0	10.0	84.0	0.0	0.0	8.0	28.0	0.0	96.0	18.0	12.0	28.0	38.0	18.0	2.0	48.0	8.0	108.0	4.0	12.0	14.0	Oude IJsselstreek	Gelderland	39614.0	292.0	Big
1332	GM1525	2014JJ00	76.0	25.0	93.0	0.0	0.0	3.0	37.0	8.0	223.0	119.0	7.0	46.0	31.0	13.0	1.0	49.0	7.0	176.0	2.0	13.0	11.0	Teylingen	South Holland	35723.0	1250.0	Big
1333	GM1525	2015JJ00	73.0	32.0	97.0	0.0	2.0	1.0	39.0	9.0	152.0	106.0	14.0	50.0	65.0	31.0	4.0	58.0	0.0	126.0	2.0	10.0	14.0	Teylingen	South Holland	35723.0	1250.0	Big
1334	GM1525	2016JJ00	58.0	19.0	93.0	0.0	0.0	3.0	31.0	8.0	178.0	137.0	9.0	68.0	53.0	15.0	2.0	62.0	0.0	134.0	4.0	5.0	14.0	Teylingen	South Holland	35723.0	1250.0	Big
1335	GM1525	2017JJ00	56.0	22.0	110.0	2.0	0.0	0.0	38.0	2.0	180.0	86.0	30.0	54.0	52.0	18.0	4.0	70.0	2.0	140.0	2.0	6.0	22.0	Teylingen	South Holland	35723.0	1250.0	Big
1336	GM1581	2014JJ00	190.0	111.0	137.0	5.0	3.0	7.0	67.0	11.0	218.0	212.0	20.0	63.0	38.0	18.0	1.0	65.0	5.0	214.0	10.0	23.0	20.0	Utrechtse Heuvelrug	Utrecht	47939.0	365.0	Big
1337	GM1581	2015JJ00	111.0	67.0	118.0	1.0	1.0	5.0	45.0	24.0	232.0	174.0	18.0	79.0	28.0	18.0	1.0	66.0	7.0	221.0	7.0	16.0	9.0	Utrechtse Heuvelrug	Utrecht	47939.0	365.0	Big
1338	GM1581	2016JJ00	150.0	78.0	145.0	0.0	3.0	4.0	66.0	12.0	286.0	145.0	19.0	63.0	40.0	12.0	4.0	72.0	7.0	222.0	11.0	12.0	10.0	Utrechtse Heuvelrug	Utrecht	47939.0	365.0	Big
1339	GM1581	2017JJ00	110.0	56.0	122.0	2.0	0.0	4.0	48.0	10.0	176.0	162.0	20.0	48.0	44.0	14.0	0.0	70.0	4.0	166.0	4.0	14.0	14.0	Utrechtse Heuvelrug	Utrecht	47939.0	365.0	Big
1340	GM1586	2014JJ00	38.0	9.0	89.0	1.0	0.0	2.0	30.0	0.0	137.0	36.0	7.0	32.0	26.0	10.0	3.0	57.0	2.0	139.0	6.0	20.0	8.0	Oost Gelre	Gelderland	29648.0	274.0	Big
1341	GM1586	2015JJ00	21.0	14.0	97.0	2.0	0.0	7.0	33.0	5.0	109.0	30.0	11.0	18.0	15.0	8.0	0.0	57.0	7.0	118.0	4.0	12.0	5.0	Oost Gelre	Gelderland	29648.0	274.0	Big
1342	GM1586	2016JJ00	47.0	15.0	80.0	1.0	0.0	2.0	23.0	0.0	121.0	25.0	4.0	18.0	10.0	16.0	0.0	49.0	8.0	102.0	5.0	26.0	15.0	Oost Gelre	Gelderland	29648.0	274.0	Big
1343	GM1586	2017JJ00	40.0	6.0	90.0	0.0	0.0	2.0	16.0	2.0	58.0	10.0	8.0	22.0	22.0	6.0	2.0	74.0	0.0	78.0	8.0	4.0	10.0	Oost Gelre	Gelderland	29648.0	274.0	Big
1344	GM1598	2014JJ00	53.0	19.0	77.0	0.0	2.0	2.0	23.0	4.0	73.0	94.0	17.0	29.0	22.0	3.0	2.0	52.0	2.0	126.0	2.0	4.0	5.0	Koggenland	North Holland	22473.0	278.0	Small
1345	GM1598	2015JJ00	66.0	22.0	78.0	1.0	0.0	1.0	36.0	6.0	56.0	75.0	11.0	24.0	27.0	3.0	1.0	39.0	3.0	132.0	1.0	2.0	5.0	Koggenland	North Holland	22473.0	278.0	Small
1346	GM1598	2016JJ00	38.0	17.0	59.0	3.0	0.0	0.0	23.0	2.0	40.0	41.0	16.0	31.0	7.0	4.0	1.0	33.0	3.0	107.0	3.0	0.0	8.0	Koggenland	North Holland	22473.0	278.0	Small
1347	GM1598	2017JJ00	36.0	6.0	80.0	0.0	0.0	2.0	26.0	4.0	20.0	30.0	10.0	24.0	14.0	4.0	0.0	40.0	14.0	124.0	2.0	0.0	4.0	Koggenland	North Holland	22473.0	278.0	Small
1348	GM1621	2014JJ00	139.0	101.0	157.0	11.0	3.0	5.0	59.0	7.0	225.0	414.0	60.0	60.0	29.0	15.0	2.0	85.0	13.0	286.0	4.0	15.0	13.0	Lansingerland	South Holland	57188.0	1018.0	Big
1349	GM1621	2015JJ00	156.0	110.0	152.0	4.0	0.0	5.0	56.0	10.0	286.0	299.0	62.0	61.0	18.0	9.0	2.0	85.0	11.0	256.0	10.0	6.0	10.0	Lansingerland	South Holland	57188.0	1018.0	Big
1350	GM1621	2016JJ00	123.0	106.0	166.0	7.0	1.0	7.0	71.0	10.0	318.0	253.0	49.0	50.0	36.0	10.0	4.0	88.0	7.0	275.0	5.0	13.0	26.0	Lansingerland	South Holland	57188.0	1018.0	Big
1351	GM1621	2017JJ00	84.0	62.0	202.0	4.0	2.0	4.0	96.0	12.0	244.0	190.0	32.0	48.0	12.0	2.0	2.0	96.0	10.0	216.0	2.0	16.0	22.0	Lansingerland	South Holland	57188.0	1018.0	Big
1352	GM1640	2014JJ00	143.0	45.0	101.0	2.0	2.0	1.0	46.0	6.0	139.0	90.0	22.0	64.0	49.0	18.0	1.0	51.0	4.0	136.0	5.0	13.0	17.0	Leudal	Limburg	36213.0	224.0	Big
1353	GM1640	2015JJ00	111.0	48.0	106.0	1.0	0.0	1.0	49.0	7.0	109.0	50.0	23.0	61.0	69.0	30.0	2.0	54.0	3.0	132.0	5.0	12.0	13.0	Leudal	Limburg	36213.0	224.0	Big
1354	GM1640	2016JJ00	85.0	26.0	104.0	0.0	0.0	8.0	41.0	15.0	90.0	56.0	19.0	44.0	78.0	25.0	1.0	59.0	4.0	145.0	10.0	7.0	12.0	Leudal	Limburg	36213.0	224.0	Big
1355	GM1640	2017JJ00	62.0	30.0	106.0	0.0	0.0	0.0	34.0	4.0	74.0	54.0	20.0	26.0	36.0	10.0	4.0	72.0	0.0	114.0	2.0	4.0	18.0	Leudal	Limburg	36213.0	224.0	Big
1356	GM1641	2014JJ00	80.0	18.0	59.0	0.0	3.0	0.0	28.0	10.0	43.0	81.0	26.0	36.0	20.0	15.0	1.0	31.0	0.0	144.0	4.0	11.0	6.0	Maasgouw	Limburg	23888.0	526.0	Small
1357	GM1641	2015JJ00	81.0	33.0	38.0	1.0	2.0	0.0	20.0	9.0	34.0	49.0	31.0	29.0	14.0	13.0	0.0	18.0	0.0	76.0	3.0	7.0	3.0	Maasgouw	Limburg	23888.0	526.0	Small
1358	GM1641	2016JJ00	72.0	25.0	55.0	1.0	0.0	2.0	29.0	13.0	32.0	70.0	17.0	19.0	29.0	14.0	2.0	25.0	1.0	89.0	3.0	6.0	2.0	Maasgouw	Limburg	23888.0	526.0	Small
1359	GM1641	2017JJ00	32.0	22.0	44.0	0.0	2.0	2.0	18.0	6.0	20.0	50.0	38.0	22.0	22.0	10.0	0.0	26.0	0.0	136.0	10.0	2.0	8.0	Maasgouw	Limburg	23888.0	526.0	Small
1360	GM1651	2014JJ00	23.0	6.0	67.0	0.0	0.0	2.0	27.0	3.0	28.0	18.0	0.0	14.0	2.0	13.0	1.0	40.0	0.0	103.0	1.0	5.0	6.0	Eemsmond	Groningen	15910.0	86.0	Small
1361	GM1651	2015JJ00	17.0	4.0	61.0	0.0	1.0	0.0	24.0	4.0	15.0	10.0	1.0	7.0	8.0	5.0	2.0	36.0	1.0	80.0	0.0	2.0	9.0	Eemsmond	Groningen	15910.0	86.0	Small
1362	GM1651	2016JJ00	9.0	1.0	78.0	0.0	0.0	1.0	33.0	3.0	23.0	10.0	3.0	9.0	8.0	7.0	0.0	45.0	0.0	95.0	2.0	1.0	12.0	Eemsmond	Groningen	15910.0	86.0	Small
1363	GM1651	2017JJ00	18.0	12.0	62.0	2.0	0.0	0.0	42.0	6.0	16.0	8.0	0.0	14.0	12.0	8.0	2.0	20.0	0.0	138.0	2.0	0.0	10.0	Eemsmond	Groningen	15910.0	86.0	Small
1364	GM1652	2014JJ00	61.0	15.0	105.0	2.0	3.0	4.0	41.0	13.0	314.0	68.0	11.0	39.0	45.0	36.0	2.0	63.0	1.0	188.0	8.0	23.0	8.0	Gemert-Bakel	North Brabant	29354.0	237.0	Big
1365	GM1652	2015JJ00	40.0	13.0	98.0	3.0	2.0	4.0	49.0	4.0	155.0	70.0	12.0	44.0	48.0	26.0	4.0	44.0	5.0	132.0	3.0	13.0	7.0	Gemert-Bakel	North Brabant	29354.0	237.0	Big
1366	GM1652	2016JJ00	52.0	17.0	81.0	1.0	1.0	4.0	33.0	17.0	121.0	54.0	9.0	19.0	56.0	21.0	3.0	42.0	6.0	117.0	3.0	14.0	12.0	Gemert-Bakel	North Brabant	29354.0	237.0	Big
1367	GM1652	2017JJ00	32.0	4.0	92.0	0.0	2.0	2.0	26.0	12.0	124.0	76.0	8.0	38.0	60.0	12.0	4.0	62.0	4.0	110.0	4.0	8.0	6.0	Gemert-Bakel	North Brabant	29354.0	237.0	Big
1368	GM1655	2014JJ00	76.0	28.0	137.0	1.0	0.0	3.0	61.0	2.0	94.0	212.0	13.0	34.0	44.0	29.0	1.0	69.0	7.0	162.0	6.0	11.0	7.0	Halderberge	North Brabant	29379.0	393.0	Big
1369	GM1655	2015JJ00	48.0	17.0	124.0	3.0	2.0	3.0	52.0	2.0	66.0	98.0	13.0	44.0	40.0	26.0	2.0	69.0	3.0	167.0	2.0	10.0	10.0	Halderberge	North Brabant	29379.0	393.0	Big
1370	GM1655	2016JJ00	55.0	26.0	91.0	0.0	1.0	2.0	36.0	2.0	72.0	104.0	7.0	39.0	34.0	20.0	2.0	51.0	4.0	123.0	1.0	10.0	9.0	Halderberge	North Brabant	29379.0	393.0	Big
1371	GM1655	2017JJ00	28.0	24.0	54.0	0.0	0.0	0.0	14.0	2.0	46.0	70.0	14.0	36.0	10.0	8.0	0.0	40.0	0.0	86.0	4.0	6.0	10.0	Halderberge	North Brabant	29379.0	393.0	Big
1372	GM1658	2014JJ00	85.0	30.0	24.0	0.0	0.0	2.0	12.0	2.0	126.0	38.0	11.0	23.0	15.0	12.0	0.0	7.0	5.0	72.0	4.0	4.0	7.0	Heeze-Leende	North Brabant	15376.0	148.0	Small
1373	GM1658	2015JJ00	30.0	15.0	24.0	0.0	1.0	1.0	6.0	2.0	92.0	51.0	7.0	14.0	29.0	18.0	2.0	18.0	0.0	39.0	8.0	6.0	2.0	Heeze-Leende	North Brabant	15376.0	148.0	Small
1374	GM1658	2016JJ00	29.0	18.0	40.0	0.0	0.0	0.0	12.0	3.0	67.0	42.0	9.0	30.0	34.0	8.0	2.0	26.0	2.0	47.0	3.0	5.0	3.0	Heeze-Leende	North Brabant	15376.0	148.0	Small
1375	GM1658	2017JJ00	18.0	14.0	30.0	0.0	2.0	2.0	6.0	0.0	36.0	24.0	6.0	16.0	18.0	10.0	0.0	24.0	0.0	36.0	4.0	6.0	4.0	Heeze-Leende	North Brabant	15376.0	148.0	Small
1376	GM1659	2014JJ00	40.0	20.0	75.0	1.0	1.0	4.0	31.0	1.0	120.0	50.0	8.0	34.0	34.0	11.0	0.0	41.0	3.0	130.0	6.0	13.0	4.0	Laarbeek	North Brabant	21815.0	390.0	Small
1377	GM1659	2015JJ00	32.0	15.0	65.0	0.0	2.0	1.0	28.0	5.0	95.0	38.0	12.0	46.0	22.0	15.0	0.0	35.0	2.0	90.0	2.0	10.0	3.0	Laarbeek	North Brabant	21815.0	390.0	Small
1378	GM1659	2016JJ00	18.0	7.0	55.0	0.0	0.0	3.0	28.0	2.0	48.0	31.0	16.0	14.0	25.0	8.0	1.0	27.0	0.0	61.0	3.0	10.0	4.0	Laarbeek	North Brabant	21815.0	390.0	Small
1379	GM1659	2017JJ00	38.0	8.0	42.0	0.0	0.0	2.0	18.0	4.0	74.0	40.0	6.0	14.0	20.0	8.0	4.0	24.0	0.0	44.0	4.0	4.0	6.0	Laarbeek	North Brabant	21815.0	390.0	Small
1380	GM1663	2014JJ00	17.0	1.0	35.0	0.0	0.0	1.0	13.0	3.0	12.0	5.0	2.0	21.0	8.0	3.0	0.0	22.0	0.0	87.0	1.0	1.0	3.0	Marne, DeDe Marne	Groningen	10205.0	62.0	Small
1381	GM1663	2015JJ00	5.0	3.0	25.0	0.0	0.0	0.0	12.0	3.0	5.0	9.0	1.0	10.0	3.0	3.0	0.0	13.0	0.0	95.0	0.0	2.0	2.0	Marne, DeDe Marne	Groningen	10205.0	62.0	Small
1382	GM1663	2016JJ00	14.0	4.0	29.0	0.0	0.0	0.0	15.0	7.0	4.0	5.0	0.0	3.0	5.0	8.0	1.0	13.0	1.0	46.0	1.0	2.0	5.0	Marne, DeDe Marne	Groningen	10205.0	62.0	Small
1383	GM1663	2017JJ00	6.0	4.0	22.0	0.0	0.0	0.0	16.0	2.0	8.0	2.0	2.0	4.0	0.0	2.0	2.0	6.0	0.0	36.0	0.0	2.0	0.0	Marne, DeDe Marne	Groningen	10205.0	62.0	Small
1384	GM1667	2014JJ00	24.0	4.0	40.0	0.0	2.0	4.0	7.0	2.0	45.0	19.0	7.0	13.0	13.0	6.0	2.0	32.0	1.0	60.0	0.0	11.0	1.0	Reusel-De Mierden	North Brabant	12728.0	162.0	Small
1385	GM1667	2015JJ00	29.0	5.0	57.0	0.0	1.0	2.0	14.0	4.0	45.0	19.0	12.0	21.0	29.0	11.0	1.0	39.0	4.0	44.0	0.0	3.0	2.0	Reusel-De Mierden	North Brabant	12728.0	162.0	Small
1386	GM1667	2016JJ00	21.0	6.0	43.0	0.0	0.0	1.0	12.0	8.0	25.0	11.0	5.0	5.0	26.0	4.0	0.0	27.0	4.0	42.0	0.0	8.0	4.0	Reusel-De Mierden	North Brabant	12728.0	162.0	Small
1387	GM1667	2017JJ00	18.0	2.0	34.0	0.0	0.0	2.0	8.0	0.0	34.0	24.0	4.0	20.0	12.0	12.0	0.0	26.0	0.0	24.0	0.0	0.0	6.0	Reusel-De Mierden	North Brabant	12728.0	162.0	Small
1388	GM1669	2014JJ00	72.0	28.0	67.0	2.0	1.0	0.0	33.0	6.0	31.0	78.0	6.0	30.0	17.0	5.0	0.0	34.0	0.0	70.0	1.0	6.0	6.0	Roerdalen	Limburg	20808.0	239.0	Small
1389	GM1669	2015JJ00	81.0	32.0	61.0	1.0	0.0	0.0	24.0	3.0	31.0	38.0	11.0	16.0	12.0	6.0	1.0	36.0	1.0	71.0	2.0	4.0	2.0	Roerdalen	Limburg	20808.0	239.0	Small
1390	GM1669	2016JJ00	53.0	32.0	52.0	2.0	1.0	2.0	25.0	6.0	38.0	57.0	19.0	19.0	25.0	8.0	1.0	27.0	0.0	94.0	1.0	6.0	2.0	Roerdalen	Limburg	20808.0	239.0	Small
1391	GM1669	2017JJ00	32.0	22.0	40.0	0.0	0.0	0.0	18.0	16.0	48.0	24.0	22.0	18.0	28.0	8.0	0.0	20.0	2.0	72.0	4.0	4.0	2.0	Roerdalen	Limburg	20808.0	239.0	Small
1392	GM1671	2014JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
1393	GM1671	2015JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
1394	GM1671	2016JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
1395	GM1671	2017JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
1396	GM1672	2014JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
1397	GM1672	2015JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
1398	GM1672	2016JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
1399	GM1672	2017JJ00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
1400	GM1674	2014JJ00	212.0	91.0	492.0	11.0	11.0	47.0	230.0	16.0	482.0	483.0	74.0	171.0	130.0	128.0	8.0	242.0	20.0	620.0	40.0	127.0	30.0	Roosendaal	North Brabant	76930.0	728.0	Big
1401	GM1674	2015JJ00	246.0	140.0	513.0	13.0	5.0	54.0	226.0	21.0	465.0	381.0	60.0	159.0	94.0	96.0	11.0	274.0	13.0	517.0	44.0	136.0	34.0	Roosendaal	North Brabant	76930.0	728.0	Big
1402	GM1674	2016JJ00	152.0	86.0	492.0	13.0	3.0	29.0	212.0	16.0	459.0	533.0	45.0	146.0	104.0	85.0	7.0	259.0	21.0	460.0	36.0	111.0	32.0	Roosendaal	North Brabant	76930.0	728.0	Big
1403	GM1674	2017JJ00	172.0	56.0	428.0	14.0	4.0	30.0	176.0	24.0	370.0	282.0	52.0	150.0	122.0	98.0	6.0	234.0	18.0	466.0	24.0	92.0	54.0	Roosendaal	North Brabant	76930.0	728.0	Big
1404	GM1676	2014JJ00	78.0	28.0	163.0	0.0	0.0	10.0	68.0	26.0	138.0	129.0	14.0	61.0	30.0	45.0	1.0	90.0	5.0	224.0	10.0	39.0	25.0	Schouwen-Duiveland	Zeeland	33821.0	148.0	Big
1405	GM1676	2015JJ00	78.0	28.0	123.0	1.0	1.0	12.0	37.0	14.0	108.0	102.0	12.0	36.0	34.0	29.0	2.0	77.0	9.0	480.0	12.0	29.0	7.0	Schouwen-Duiveland	Zeeland	33821.0	148.0	Big
1406	GM1676	2016JJ00	57.0	13.0	132.0	4.0	0.0	10.0	60.0	7.0	106.0	100.0	9.0	57.0	36.0	35.0	4.0	68.0	4.0	211.0	8.0	25.0	8.0	Schouwen-Duiveland	Zeeland	33821.0	148.0	Big
1407	GM1676	2017JJ00	50.0	34.0	106.0	0.0	0.0	4.0	36.0	6.0	54.0	74.0	12.0	26.0	16.0	18.0	6.0	66.0	4.0	188.0	4.0	8.0	20.0	Schouwen-Duiveland	Zeeland	33821.0	148.0	Big
1408	GM1680	2014JJ00	38.0	6.0	57.0	0.0	0.0	2.0	27.0	3.0	44.0	28.0	1.0	24.0	26.0	3.0	1.0	29.0	1.0	124.0	5.0	2.0	9.0	Aa en Hunze	Drenthe	25243.0	93.0	Small
1409	GM1680	2015JJ00	71.0	11.0	49.0	0.0	0.0	1.0	16.0	3.0	44.0	24.0	3.0	20.0	13.0	3.0	0.0	33.0	0.0	78.0	0.0	7.0	13.0	Aa en Hunze	Drenthe	25243.0	93.0	Small
1410	GM1680	2016JJ00	39.0	17.0	51.0	0.0	0.0	0.0	21.0	5.0	37.0	12.0	3.0	16.0	12.0	2.0	2.0	30.0	0.0	107.0	1.0	2.0	15.0	Aa en Hunze	Drenthe	25243.0	93.0	Small
1411	GM1680	2017JJ00	28.0	12.0	42.0	0.0	0.0	2.0	22.0	0.0	30.0	2.0	0.0	8.0	14.0	4.0	0.0	18.0	2.0	80.0	0.0	2.0	6.0	Aa en Hunze	Drenthe	25243.0	93.0	Small
1412	GM1681	2014JJ00	50.0	14.0	83.0	0.0	0.0	7.0	40.0	12.0	39.0	28.0	5.0	15.0	43.0	10.0	0.0	42.0	1.0	87.0	3.0	3.0	6.0	Borger-Odoorn	Drenthe	25633.0	94.0	Small
1413	GM1681	2015JJ00	48.0	10.0	60.0	0.0	1.0	1.0	22.0	2.0	42.0	35.0	7.0	18.0	40.0	12.0	0.0	37.0	1.0	97.0	2.0	5.0	17.0	Borger-Odoorn	Drenthe	25633.0	94.0	Small
